Name	POS
따라했	VV+EP
팁	NNG
노지	NNG
니께	EC
반전	NNG
드릴	VV+ETM
차슈	NNG
자태	NNG
자릅니다	VV+EF
배추쌈	NNG
아쉬웠	VV+EP
계란빵	NNG
발렌타인데이	NNG
담뿍	MAG
기온	NNG
부지런히	MAG
알려진	VV+EC+VX+ETM
터뜨려	VV+EC
엉망	NNG
브리또	NNP
터트리	VV
휴가지	NNP
계실	VX+ETM
직사각형	NNG
차릴	VV+ETM
쇼가야키	NNP
띈	VV+ETM
칩스	NNP
원소병	NNG
기다란	VA+ETM
찔렀	VV+EP
율란	NNG
소떡	NNG
휴일	NNG
접목	NNG
애피타이저	NNG
노하우	NNG
스러웠	XSA+EP
느껴진다	VV+EC+VX+EC
부탕	NNG
미국식	NNG+NNB
공갈빵	NNG
손님	NNG
갈라진	VV+ETM
더위	NNG
도저히	MAG
세끼	NNG
박신혜	NNP
묻혀진	VV+EC+VX+ETM
상투	NNG
거라	EC
가첨	NNG
자구이	NNG
담날	NNG
낙지볶음	NNG
아이스바	NNG
재료비	NNG
콩나물밥	NNG
드릴까	VX+EC
만드셨	VV+EP+EP
극대	NNG
그리고는	MAJ
맨입	NNG
출근	NNG
분명	MAG
요걸	NP+JKO
통감	NNP
루비	NNG
자청	NNG
린저	NNP
핫바	NNP
업로드	NNG
저렇	VA
섭하	VA
부진	NNG
오도독	MAG
심심풀이	NNG
홀라당	MAG
아낌없이	MAG
약통	NNG
수험	NNG
기사	NNG
찹찹	XR
펼	VV+ETM
타락죽	NNG
보양	NNG
까레	NNP
회사	NNG
넉	NR
풍덩	MAG
분여	NNG
친가	NNG
명절날	NNG
나트	NNP
비아	NNG
비아나	NNP
짭쪼름하게요	UNKNOWN
브루스	NNP
게타	NNP
타조	NNG
까다로운	VA+ETM
불립니다	VV+EF
참으로	MAG
남방	NNG
명물	NNG
클로	NNP
코코뱅	NNP
뜨끈뜨끈	MAG
돋워	VV+EC
을게요	EC
밥숟갈	NNG
익음	NNG
태포	NNG
오로지	MAG
애호	NNG
박국	NNG
마당	NNG
붙여진	VV+ETM
요로코롬	MAG
옳	VA
페	UNKNOWN
파반	NNG
콩밥	NNG
소불	NNG
구경	NNG
이빨	NNG
중점	NNG
두루두루	MAG
김호윤	NNP
권우	NNG
쥐똥	NNG
민망	XR
먹여	VV+EC
려구	EC
어라	EC
뉴욕	NNP
당신	NP
통해	VV+EC
더하기	NNG
개도	NNG
적극	NNG
단팥빵	NNP
부타동	NNP
마져	MAG
춘곤증	NNG
어야지요	EC
뺑	MAG
체험	NNG
학습	NNG
나갔	VV+EP
요걸로	NNBC+JKB
닭튀김	NNG
가라아게	NNP
무지개떡	NNG
생신	NNG
돌려준다	VV+EF
케이스	NNG
흔들리	VV
다운	XSA+ETM
아픈	VA+ETM
거뜬	XR
유와	NNG
이리	NP
한계	NNG
장착	NNG
들어내	VV+EC
열풍	NNG
오야코동	NNP
활동	NNG
옐로우	NNP
그럴싸	XR
이동	NNG
채도	NNG
싹둑싹둑	MAG
이래서	VV+EC
건식	NNG
들어온	VV+ETM
보골	NNG
안토시아닌	NNP
약약	XR
이뇨	NNG
맞췄	VV+EP
뭍게	NNG
뿌셔	VV+EC
제누아	NNP
마시멜로	NNG
딱이	MAG
담겨	VV+EC
양희은	NNP
그럴싸한	VA+ETM
갈빗살	NNG
다구요	EF
증기	NNG
에필로그	NNG
할라페뇨	NNP
뭉쳐져	VV+EC+VX+EC
뿌리채소	NNG
감자찌개	NNG
무장아찌	NNG
품격	NNG
플로	NNG
망드	NNP
심한	VA+ETM
램	NNG
투명색	NNG
완전식품	NNG
장기	NNG
텔레비전	NNG
보여야	VV+IC
니쉬	NNP
스페인	NNP
접히	VV
럭비공	NNG
어떠신가요	VA+EP+EC
나쵸	NNP
바퀴	NNBC
솟	NNG
무한	NNG
제안	NNG
국화꽃	NNG
마고	EC
주루룩	MAG
변했	VV+EP
모유	NNG
살캉	XR
사우나	NNG
닭곰탕	NNG
차승원	NNP
외출	NNG
껀디	NNBC+VCP+EC
나유	EC
네유	EC
됩니다요	XSV+EF
녘	NNB
빼빼로	NNP
좋아한다면	VV+EC
설도	NNG
태미	NNP
마카롱	NNG
폴	NNG
망칠	VV+ETM
그릭	NNP
들이부	VV
내리쳐서	VV+EC
짭쪼름하면서	UNKNOWN
하겔	NNP
일으키	VV
기미	NNG
파먹	VV
이러	VV
이혜정	NNP
연구가	NNG
통구이	NNG
이오	NNG
소한	NNG
발란스	NNP
인원수	NNG
흐트려	VV+EC
는데도	EC
샤샤	NNP
럭	NNG
려니	EC
나면	EC
고등어조림	NNG
모바일	NNP
카카오스토리	NNP
페북	NNP
페이지	NNG
편집	NNG
구독	NNG
페이스북	NNP
예뻐서	VA+EC
오징어무침	NNG
스무디	NNP
쬐금	MAG
중기	NNG
후기	NNG
푸릇푸릇	MAG
증강	NNG
말복	NNG
했으나	XSV+EP+EC
출력	NNG
상이	NNG
못지않	VA
왜냐하면	MAJ
졸아드	VV
접하	VV
반투명	NNG
분안	NNP
드르륵	MAG
살림	NNG
이른	VA+ETM
깻잎나물	NNG
멜론빵	NNP
을려고	EC
리아	NNP
편안	NNG
추국	NNG
꺼리	NNG
육포	NNG
우러나온	VV+ETM
물러진	VV+ETM
번거로운	VA+ETM
진도	NNG
요오드	NNG
강력	NNG
마카로	NNP
길쭉길쭉	MAG
바꾼	VV+ETM
파닭	NNP
스텐	NNG
드라마	NNG
모자르	VV
계란장조림	NNG
만인	NNG
오이깍두기	NNG
놔요	VX+EF
때가	VV
바움쿠헨	NNG
깜빡했	VV+EP
쪼르륵	MAG
늘어날	VV+ETM
으셨을	EP+EP+ETM
찔러줍니다	VV+EF
누들	NNG
해줘서	VX+EC+VX+EC
둥지	NNG
학창	NNG
투썸	NNP
나들이	NNG
사고	NNG
파르르	MAG
잉글리쉬	NNP
호텔	NNG
조밀	XR
당황	NNG
카번	NNP
해시	NNG
패스트푸드	NNG
엄청나	VA
물리	VV
예상	NNG
껍니다	UNKNOWN
당연히	MAG
우러나와	VV+EC
미백	NNG
뭇국	NNG
척척	MAG
사리면	NNP
접착제	NNG
구워냈	VV+EC+VX+EP
넷	NR
약병	NNG
죽죽	MAG
득한	VV+ETM
지와	NNG
대해	VV+EC
으셨다면	EP+EP+EC
생활	NNG
단순히	MAG
나서	VV
주인공	NNG
나초	NNP
짭조롬	UNKNOWN
푸티	NNP
농익	VV
마성	NNG
라며	EC
멈출	VV+ETM
내줄	VV+ETM
끝낸	VV+ETM
지겨우	VA
평상시	NNG
부기	NNG
떠올리	VV
라이즈	NNP
길거리	NNG
찬바람	NNG
통삼	NNG
풀려	VV+EC
새우깡	NNP
자숙	NNG
드빈	NNP
밀푀유	NNP
나베	NNG
잎사귀	NNG
쌓인	VV+ETM
미리미리	MAG
엉겅퀴	NNG
도착	NNG
쏴	VV+EC
짜증	NNG
콥	NNG
마신	VV+ETM
다용도	NNG
끓여졌	VV+EC+VX+EP
별거	NNG
고속도	NNG
크림빵	NNG
보너스	NNG
파삭파삭	MAG
군산	NNP
어머니	NNG
싱그러움	VA+ETN
어울림	NNG
우엉조림	NNG
사그라들	VV
김치밥	NNG
빵집	NNG
압박	NNG
쥐포	NNG
숑	UNKNOWN
저려	VA+EC
춤	NNG
임박	XR
보드라운	VA+ETM
보트	NNG
레모네이드	NNG
겉이	MAG
묵무침	NNG
무쳐도	VV+EC
쌉싸롬한	UNKNOWN
충	NNG
기관지	NNG
다면서	EC
예술	NNG
도토리	NNG
지내	VV
장닭	NNG
별식	NNG
들들	MAG
장치	NNG
마른오징어	NNG
델	VV
차곡	MAG
들으면	VV+EC
수요	NNG
식회	NNG
대장	NNG
때우	VV
싹싹	MAG
아닌데	VCN+EC
프레	NNP
반통	NNG
할까봐	XSA+EC+VX+EC
라멘	NNG
결과물	NNG
이열치열	NNG
무더위	NNG
쫄이	VV
언능	MAG
싹뚝	MAG
답례품	NNG
유치원	NNG
난다는	VX+ETM
키로	XSV+ETN+JKB
샘킴	NNP
퇴근	NNG
파순	NNG
사이트	NNG
캠	NNG
핑장	NNP
옵션	NNG
포레스트	NNP
토르티야	NNP
설겅설겅	MAG
노르웨이	NNP
등장	NNG
드키	EC
후리카케	NNP
이음새	NNG
속풀이	NNG
지쳐	VV+EC
체스트넛	NNP
모금	NNBC
여운	NNG
향시	NNG
스티	NNP
계란죽	NNG
양죽	NNG
똑똑	MAG
잡아내	VV
노추	NNG
손님맞이	NNG
부끄럽	VA
날까	VV+EC
신다고	EP+EC
다져진	VV+EC+VX+ETM
크랩	NNG
뒹굴뒹굴	MAG
무지무지	MAG
아쉽	VA
둘러앉	VV
귀리	NNG
달궈서	VV+EC
아노	NNG
전제	NNG
커피믹스	NNP
여섯	NR
대봉	NNG
롤인	NNG
대용량	NNG
올려둔	VV+EC+VX+ETM
거창	XR
알토란	NNG
닷	NNG
꼬꼬	MAG
누가	NP+JKS
생정	NNG
공통	NNG
출연	NNG
따라오	VV
뭣	NP
도둑	NNG
쫄아들	VV
푸짐히	MAG
부모	NNG
눌려	VV+EC
까나	EF
모여	VV+EC
넓적다리	NNG
브래드	NNP
과음	NNG
옹심이	NNG
구애	NNG
사블레	NNG
남성렬	NNP
쟈	EC
깔려	VV+EC
는지라	EC
봉긋	MAG
쓰윽	MAG
가져다	VV+EC
썰린	VV+ETM
인디	EC
설정	NNG
놀래	VV
놨어요	VX+EP+EF
핫초코	NNP
소죽	NNG
제입맛에	NP+JKG+NNG+JKB
치우	VX
귀욤	NNP
포켓	NNG
실행	NNG
옮겼	VV+EP
자어	NNG
언젠가	MAG
보루	NNG
매시트포테이토	NNG
실래요	EP+EC
플랫	NNG
빵이	NNG
즐겼	VV+EP
멈춰	VV+EC
점선	NNG
변형	NNG
선보였	VV+EP
뭉침	UNKNOWN
빅마마	NNP
키포인트	NNG
양껏	MAG
채소전	NNG
후끈	MAG
채밥	NNG
초동	NNG
바지	NNG
잠자	VV
뵈	VV+EC
책임지	VV
잔치	NNG
손수	MAG
투자	NNG
황사	NNG
아욱죽	NNG
짱아	NNG
포카	NNP
카모	NNP
짜넣	VV
어찌	MAG
애정	NNG
아위	NNG
쥬키	NNP
탓	NNG
저격	NNG
지글	XR
결국	NNG
열리	VV
물컵	NNG
아로	NNP
문득	MAG
클릭	NNG
당첨	NNG
가지나물	NNG
무시래기	NNG
장지	NNG
이래	NNB
간고기	NNG
가라	EC
콜드	NNG
산마늘	NNG
슉	NNP
야참	NNG
못난이	NNG
책임져	VV+EC
로부터	JKB
깼	VV+EP
아마도	MAG
풍치	NNG
최상	NNG
쌍둥이	NNG
파강회	NNG
유독	MAG
볶이	VV
프레드	NNP
바빠서	VA+EC
고기전골	NNG
어김없이	MAG
파니니	NNP
바타	NNP
혹여	MAG
홍삼	NNG
약선	NNG
남겼	VV+EP
비웠	VV+EP
공감	NNG
아귀찜	NNG
전수	NNG
뻗	VV
시커멓	VA
만일	MAG
폭폭	MAG
완자탕	NNG
무위	NNG
터널	NNG
재탄생	NNP
요대	NNG
굉장	XR
수만	NR
붙였	VV+EP
자면	EC
짭쪼롬하니	UNKNOWN
골국	NNG
알찬	VA+ETM
리기	NNG
호박잎쌈	NNG
커드	NNG
리유	NNG
더치	NNG
섭씨	NNG
스키야키	NNP
수업	NNG
자주색	NNG
로켓	NNG
라따뚜이	NNP
안달루시아	NNP
시몬	NNG
사케	NNP
추워서	VA+EC
냐고	EC
삼합	NNG
어든	EC
걸렸	VV+EP
파트	NNG
오지	VV
초이	NNP
그인	NP+JX
까먹	VV
문어숙회	NNG
팟	NNG
롯	NNP
폴리	NNG
페놀	NNG
주성분	NNG
똥집	NNG
럿	UNKNOWN
셔벗	NNG
밀크티	NNP
자허토르테	NNP
뽐낸다	VV+EC
부들	XR
오이지무침	NNG
작히	MAG
유호	NNG
제니	NNP
로드	NNG
홈런	NNG
돌려줬	VV+EP
다가올	VV+ETM
슴당	EF
날릴	VV+ETM
부슬부슬	MAG
득	MAG
짜낼	VV+ETM
유산	NNG
감자수	NNG
뚝딱뚝딱	MAG
일쑤	NNG
리우	NNP
올림픽	NNP
응원	NNG
최서원	NNP
참가자	NNG
장마철	NNG
등살	NNG
유린기	NNG
히토	NNP
여전히	MAG
초기	NNG
시력	NNG
하와이안	NNG
원기둥	NNG
떡소	NNG
업사이드	NNP
화풍	NNG
오세득	NNP
동태찌개	NNG
타이트	NNG
고추잡채	NNG
한간	NNG
동생	NNG
미친	VV+ETM
기침	NNG
맥적	NNG
올방개	NNG
스팅	NNP
체중	NNG
자자	IC
그야말로	MAG
부턴	JX+ETM
넛츠	NNP
아코디언	NNG
벌어져서	VV+EC
오래간만	NNG
콜렛	NNP
구아바	NNP
스승	NNG
화씨	NNG
크로크	NNP
무슈	NNP
침샘	NNG
장마	VV
촉	NNG
위로	NNG
교자	NNG
실하	VA
위염	NNG
자이	NNG
점심때	NNG
생지	NNG
실한	VV+ETM
태양초	NNG
올라서	VV+EC
치워	VV+EC
보울	NNP
간소	XR
모락모락	MAG
장인	NNG
깨뜨려서	VV+EC
면실	NNG
애서	NNG
숩	NNG
뒤늦	VA
레이어드	NNG
수확	NNG
줄려고	VX+EC
몽골	NNP
카포네	NNP
고기만두	NNG
뿅뿅	MAG
바래	VV
양질	NNG
안동	NNP
프리카	NNP
아우성	NNG
타닌	NNG
모자른	VV+ETM
디톡스	NNP
어간장	NNG
후라이드	NNP
크루아상	NNG
고량주	NNG
비하	VV
끓여진	VV+EC+VX+ETM
중화요리	NNG
프랜	NNP
둥그렇	VA
통상	MAG
흐트러	VV+EC
욜	NNP
개별	NNG
무궁무진	XR
채끝	NNG
플레이트	NNG
김혜숙	NNP
대첩	NNG
전남	NNP
쭈꾸미볶음	UNKNOWN
앞두	VV
자그마	XR
미라	NNG
발목	NNG
닭도리탕	NNG
당길	VV+ETM
파팔레	NNP
팔레	NNG
등급	NNG
최상급	NNG
단점	NNG
해봐요	VV+EC+VX+EC
편견	NNG
걸맞	VA
고재	NNG
이뤘	VV+EP
필레	NNG
존도리	NNP
벨기에	NNP
박준우	NNP
호평	NNG
충실	NNG
윗동	NNG
진해졌	VA+EC+VX+EP
우죽	NNG
은지라	EC
젊	VA
부쳐진	VV+EC+VX+ETM
잘라요	VV+EF
떠올려	VV+EC
쑨	VV+ETM
김국	NNG
뽀드득	MAG
목욕	NNG
갈증	NNG
김장철	NNG
소바	NNP
스러움	XSA+ETN
버금가	VV
쪄요	VV+EF
까다롭	VA
휘둘러	VV+EC
했으니	VV+EP+EC
뇨키	NNP
손목	NNG
스냅	NNG
휑	MAG
에용	EF
리틀	NNP
계란밥	NNG
옮긴	VV+ETM
림프	NNG
사비	NNG
커피포트	NNG
끼니	NNG
선보이	VV
파국	NNG
짬	VV+ETN
름	UNKNOWN
고마운	VA+ETM
맞이	XR
부패	NNG
군고구마	NNG
히어로	NNG
편의점	NNG
폭탄	NNG
기록	NNG
노각	NNG
오호	IC
배치	NNG
엊그제	MAG
솔치	NNG
그리스	NNP
에피	NNP
조차	JX
낙	NNG
쌀눈	NNG
가정집	NNG
닥터	NNG
기다린다	VV+EC
전란	NNG
피케	NNG
호밀빵	NNP
벽면	NNG
욕	NNG
심술	NNG
들깨죽	NNG
차암	IC
지유	NNG
불구	XR
줄거리	NNG
무염식	NNG
메밀전	NNP
몸보신	NNG
복요리	NNG
질릴	VV+ETM
윌튼	NNP
꼬끄	NNP
쳐지	VV
농후	XR
스노우볼	NNG
묵사발	NNG
쌍화탕	NNG
스트로	NNG
이젤	NNG
운향	NNG
징허	VA
겁나게	MAG
벌라	NNP
으믄	EC
스탈	NNP
재현	NNG
동의보감	NNP
마루	NNG
부르스	NNP
류바	NNP
위에	NNG
스파이	NNG
아와	NNP
봉합	NNG
오랫만	NNG
굴국	NNG
아지지	EC
부쩍	MAG
구르	NNG
훗	IC
무짠지	NNG
도라	NNG
올려져	VV+EC+VX+EC
홀딱	MAG
새우탕	NNG
고기소	NNG
무섭	VA
슬라이	NNP
약국	NNG
반근	NNG
둥글넙적	XR
멈췄	VV+EP
짭쪼름하면서도	UNKNOWN
요고	NP
봄봄	NNG
미지	NNG
슈카	NNP
맑은국	NNG
나뉘	VV
천왕	NNG
페투치니	UNKNOWN
잡혔	VV+EP
통인	NNG
어울렸	VV+EP
어렸	VA+EP
뼈다귀	NNG
딸랑	MAG
특급	NNG
스텐실	NNG
꽃등심	NNG
섞여진	VV+EC+VX+ETM
저걸	NP+JKO
통닭	NNG
접할	VV+ETM
분자	NNG
로스팅	NNG
아침밥	NNG
다이스	NNG
장비	NNG
레페	NNP
장수	NNP
꺼라	VV+EC
갈라질	VV+ETM
고로	MAJ
닭볶음밥	NNG
더덕구이	NNG
원활	NNG
초등학생	NNG
체력	NNG
요러	XR
맨밥	NNG
뜨뜻	XR
쁙	UNKNOWN
유난히	MAG
갈비탕	NNG
흥건히	MAG
최현석	NNP
유양	NNG
버섯전골	NNG
퍼졌	VV+EP
월등히	MAG
정신없이	MAG
세종	NNP
났으면	VV+EP+EC
물회	NNG
놨다	VX+EP+EC
콩나물죽	NNG
포채	NNG
닭조림	NNG
정해	VV+EC
다노	NNP
얼갈이배추	NNG
이마트	NNP
미역무침	NNG
터베이	NNP
카페모카	NNP
대중	NNG
불어나	VV+EC
야매	NNG
주자	NNG
스크림	NNP
로데이	NNP
달걀죽	NNG
스티커	NNG
행은	NNG+JX
서포터	NNG
베네딕트	NNP
물들	VV
과도	NNG
읍	NNG
는디	EC
따악	MAG
카르	NNG
초계	NNG
국가	NNG
우아	XR
타이머	NNG
울리	VV
돌입	NNG
베스트	NNG
분양	NNG
리크	NNG
가지찜	NNG
맞춤	VV+EC
더라	EC
싱가포르	NNP
리락쿠마	NNP
셀레늄	NNG
칼초	NNP
너티	NNG
페어링	NNG
페퍼민트	NNG
카차	NNP
토레	NNP
사냥	NNG
감바	NNG
히요	MAG
엘라	NNP
아히	IC
입혔	VV+EP
공급	NNG
따지	VV
조또	IC
아포가토	NNP
호롱	NNG
벨벳	NNG
가토	NNG
반하	VV
엣지	NNG
더란	ETM
틴	NNG
건문어	NNG
마롱	NNG
메티에	NNG
람	EC
녹였	VV+EP
복음	NNG
스르르	MAG
자알	MAG
아플	VA+ETM
다행히	MAG
아유	EC
꽃송이	NNG
가지전	NNG
뽕잎	NNG
버물려	VV+EC
양만	NNG
팬케익	NNP
근디	MAJ
킥	NNG
샴	EC
북엇국	NNG
볼리비아	NNP
페페론치니	NNP
스모크	NNG
오이김치	NNG
프라이드	NNG
완존	NNG
캄파나	NNP
바바로아	NNP
곤드레	MAG
렌즈콩	NNP
전주식	NNP
초복	NNG
호흡기	NNG
비름나물	NNG
물방울	NNG
도자기	NNG
아무튼	MAJ
청량감	NNG
계피차	NNG
신전	NNG
만든다고	VV+EC
밀떡	NNG
물통	NNG
세프	NNP
곰취	NNG
랜치	NNP
파르페	NNG
홍석천	NNP
기다려야	VV+EC
쿼사	NNP
벤치	NNG
싱그럽	VA
눈길	NNG
타이거	NNG
피낭시에	NNP
잇몸	NNG
언두부	NNG
미니버	NNP
장죽	NNG
남다른	VA+ETM
호두스	NNP
부견	NNG
지라시	NNG
착즙	NNG
마의	NNG
방풍나물	NNG
마켓	NNP
빠방	MAG
콸콸	MAG
무쇠	NNG
옮길	VV+ETM
닙스	UNKNOWN
앙글레즈	NNP
요로콤	MAG
원정	NNG
월병	NNG
사탕수수	NNG
해찬들	NNP
명품	NNG
코티즈	NNP
김치죽	NNG
계탕	NNG
튤립	NNG
레트	NNG
조기조림	NNG
이북	NNG
부슬	XR
수양	NNG
숲	NNG
신면	NNG
덮혀	VV+EC
남음	NNG
가했	VV+EP
뻇다를	UNKNOWN
새우젓찌개	NNG
흘러내린	VV+ETM
이삭	NNG
펩시	NNP
우무채	NNG
최화정	NNP
신도림	NNP
오이생채	NNG
기라	NNG
실은	MAG
가스파	NNP
알밤	NNG
에클레어	NNP
브레스트	NNP
경주	NNG
눈꽃	NNG
통살	NNG
추전	NNG
이맘때	NNG
사와	NNG
쟁반국수	NNG
사계절	NNG
해당	NNG
배송	NNG
친근	XR
예랑	NNP
여그	NP
슴돠	EF
요잉	EF
따라와	VV+EC
규동	NNP
소소	XR
라벤더	NNG
석박	NNG
페타	NNP
위대	NNG
경장	NNG
화이	NNG
신년	NNG
더할	VV+ETM
요놈	NP
산타	NNG
근위	NNG
펌	NNG
매생	NNG
집중력	NNG
단전	NNG
나노	NNP
파베	NNP
키워	VV+EC
교리	NNG
공법	NNG
홀란다	NNP
벚꽃	NNG
페용기에	UNKNOWN
마멸	NNG
코츠	NNP
이따	MAG
굴죽	NNG
기세	NNG
배춧국	NNG
오키나와	NNP
타코라이스	NNP
웰던	NNP
트레이더	NNG
찰싹	MAG
어버이날	NNP
부각	NNG
새우찌개	NNG
벌렁	MAG
뱃	NNP
향설고	NNG
퓨리어	NNP
얼렁뚱땅	MAG
참새우	NNG
크루	NNP
약밥	NNG
춘빙	NNG
고참	NNG
햄버그스테이크	NNG
리바	NNP
치탕	NNG
이김	VV+ETN
라벨	NNG
아롱사태	NNG
타워	NNG
제육무침	NNG
진짜루	MAG
세네갈	NNP
송송이	NNG
바이젠	NNP
무사카	NNP
물부추	NNG
쁘띠	NNP
울금	NNG
고기야채죽	NNG
